frame_idx,ground_truth,action_score_propagated,is_retained_tier
1810,0,0.04596831277012825,0
1811,0,0.04596831277012825,0
1812,0,0.04596831277012825,0
1813,0,0.04596831277012825,0
1814,0,0.04596831277012825,0
1815,0,0.04596831277012825,0
1816,0,0.04596831277012825,0
1817,0,0.04596831277012825,0
1818,0,0.050230275839567184,1
1819,0,0.050230275839567184,0
1820,0,0.050230275839567184,0
1821,0,0.050230275839567184,0
1822,0,0.050230275839567184,0
1823,0,0.050230275839567184,0
1824,0,0.050230275839567184,0
1825,0,0.050230275839567184,0
1826,0,0.050230275839567184,0
1827,0,0.050230275839567184,0
1828,0,0.050230275839567184,0
1829,0,0.050230275839567184,0
1830,0,0.08884410560131073,1
1831,0,0.08884410560131073,0
1832,0,0.08884410560131073,0
1833,0,0.08884410560131073,0
1834,0,0.08884410560131073,0
1835,0,0.08884410560131073,0
1836,0,0.15860100090503693,1
1837,0,0.15860100090503693,0
1838,0,0.15860100090503693,0
1839,0,0.15860100090503693,0
1840,0,0.15860100090503693,0
1841,0,0.15860100090503693,0
1842,0,0.15860100090503693,0
1843,0,0.15860100090503693,0
1844,0,0.15860100090503693,0
1845,0,0.15860100090503693,0
1846,0,0.15860100090503693,0
1847,0,0.15860100090503693,0
1848,0,0.15860100090503693,0
1849,0,0.15860100090503693,0
1850,0,0.15860100090503693,0
1851,0,0.15860100090503693,0
1852,0,0.15860100090503693,0
1853,0,0.15860100090503693,0
1854,0,0.04993882402777672,1
1855,0,0.04993882402777672,0
1856,0,0.04993882402777672,0
1857,0,0.04993882402777672,0
1858,0,0.04993882402777672,0
1859,0,0.04993882402777672,0
1860,0,0.07119995355606079,1
1861,0,0.07119995355606079,0
1862,0,0.07119995355606079,0
1863,0,0.07119995355606079,0
1864,0,0.07119995355606079,0
1865,0,0.07119995355606079,0
1866,0,0.07119995355606079,0
1867,0,0.07119995355606079,0
1868,0,0.07119995355606079,0
1869,0,0.07119995355606079,0
1870,0,0.07119995355606079,0
1871,0,0.07119995355606079,0
1872,0,0.14120064675807953,1
1873,0,0.14120064675807953,0
1874,0,0.14120064675807953,0
1875,0,0.14120064675807953,0
1876,0,0.14120064675807953,0
1877,0,0.14120064675807953,0
1878,0,0.14120064675807953,0
1879,0,0.14120064675807953,0
1880,0,0.14120064675807953,0
1881,0,0.14120064675807953,0
1882,0,0.14120064675807953,0
1883,0,0.14120064675807953,0
1884,0,0.14120064675807953,0
1885,0,0.14120064675807953,0
1886,0,0.14120064675807953,0
1887,0,0.14120064675807953,0
1888,0,0.14120064675807953,0
1889,0,0.016655968502163887,1
1890,0,0.10874845087528229,1
1891,0,0.04358628764748573,1
1892,0,0.04358628764748573,0
1893,0,0.04358628764748573,0
1894,0,0.04358628764748573,0
1895,0,0.04358628764748573,0
1896,0,0.04358628764748573,0
1897,0,0.04358628764748573,0
1898,0,0.04358628764748573,0
1899,0,0.04358628764748573,0
1900,0,0.04358628764748573,0
1901,0,0.04358628764748573,0
1902,0,0.04358628764748573,0
1903,0,0.04358628764748573,0
1904,0,0.04358628764748573,0
1905,0,0.04358628764748573,0
1906,0,0.04358628764748573,0
1907,0,0.04358628764748573,0
1908,0,0.029830310493707657,1
1909,0,0.029830310493707657,0
1910,0,0.029830310493707657,0
1911,0,0.029830310493707657,0
1912,0,0.029830310493707657,0
1913,0,0.029830310493707657,0
1914,0,0.029830310493707657,0
1915,0,0.029830310493707657,0
1916,0,0.029830310493707657,0
1917,0,0.029830310493707657,0
1918,0,0.029830310493707657,0
1919,0,0.029830310493707657,0
1920,0,0.029830310493707657,0
1921,0,0.029830310493707657,0
1922,0,0.029830310493707657,0
1923,0,0.029830310493707657,0
1924,0,0.029830310493707657,0
1925,0,0.029830310493707657,0
1926,0,0.061544742435216904,1
1927,0,0.061544742435216904,0
1928,0,0.061544742435216904,0
1929,0,0.061544742435216904,0
1930,0,0.061544742435216904,0
1931,0,0.061544742435216904,0
1932,0,0.28530353307724,1
1933,0,0.28530353307724,0
1934,0,0.28530353307724,0
1935,0,0.28530353307724,0
1936,0,0.28530353307724,0
1937,0,0.28530353307724,0
1938,0,0.28530353307724,0
1939,0,0.28530353307724,0
1940,0,0.28530353307724,0
1941,0,0.28530353307724,0
1942,0,0.28530353307724,0
1943,0,0.28530353307724,0
1944,0,0.26685208082199097,1
1945,0,0.26685208082199097,0
1946,0,0.26685208082199097,0
1947,0,0.26685208082199097,0
1948,0,0.26685208082199097,0
1949,0,0.26685208082199097,0
1950,0,0.03625737130641937,1
1951,0,0.03625737130641937,0
1952,0,0.03625737130641937,0
1953,0,0.03625737130641937,0
1954,0,0.03625737130641937,0
1955,0,0.03625737130641937,0
1956,0,0.03625737130641937,0
1957,0,0.03625737130641937,0
1958,0,0.03625737130641937,0
1959,0,0.03625737130641937,0
1960,0,0.03625737130641937,0
1961,0,0.03625737130641937,0
1962,0,0.03625737130641937,0
1963,0,0.06984961032867432,1
1964,0,0.02450503781437874,1
1965,0,0.02450503781437874,0
1966,0,0.02450503781437874,0
1967,0,0.02450503781437874,0
1968,0,0.02450503781437874,0
1969,0,0.02450503781437874,0
1970,0,0.02450503781437874,0
1971,0,0.02450503781437874,0
1972,0,0.02450503781437874,0
1973,0,0.02450503781437874,0
1974,0,0.02450503781437874,0
1975,0,0.02450503781437874,0
1976,0,0.02450503781437874,0
1977,0,0.02450503781437874,0
1978,0,0.02450503781437874,0
1979,0,0.02450503781437874,0
1980,0,0.04030413180589676,1
1981,0,0.10858991742134094,1
1982,0,0.04752931743860245,1
1983,0,0.04752931743860245,0
1984,0,0.04752931743860245,0
1985,0,0.04752931743860245,0
1986,0,0.04752931743860245,0
1987,0,0.04752931743860245,0
1988,0,0.04752931743860245,0
1989,0,0.04752931743860245,0
1990,0,0.04752931743860245,0
1991,0,0.04752931743860245,0
1992,0,0.04752931743860245,0
1993,0,0.04752931743860245,0
1994,0,0.04752931743860245,0
1995,0,0.04752931743860245,0
1996,0,0.04752931743860245,0
1997,0,0.04752931743860245,0
1998,0,0.04752931743860245,0
1999,0,0.01900848001241684,1
2000,0,0.8119955062866211,1
2001,0,0.8119955062866211,0
2002,0,0.8119955062866211,0
2003,0,0.8119955062866211,0
2004,0,0.8119955062866211,0
2005,0,0.8119955062866211,0
2006,0,0.8119955062866211,0
2007,0,0.8119955062866211,0
2008,0,0.8119955062866211,0
2009,0,0.8119955062866211,0
2010,0,0.05708840489387512,1
2011,0,0.05708840489387512,0
2012,0,0.05708840489387512,0
2013,0,0.05708840489387512,0
2014,0,0.05708840489387512,0
2015,0,0.05708840489387512,0
2016,0,0.05708840489387512,0
2017,0,0.07219141721725464,1
2018,0,0.0197609756141901,1
2019,0,0.0197609756141901,0
2020,0,0.0197609756141901,0
2021,0,0.0197609756141901,0
2022,0,0.0197609756141901,0
2023,0,0.0197609756141901,0
2024,0,0.0197609756141901,0
2025,0,0.0197609756141901,0
2026,0,0.0197609756141901,0
2027,0,0.0197609756141901,0
2028,0,0.0197609756141901,0
2029,0,0.0197609756141901,0
2030,0,0.0197609756141901,0
2031,0,0.0197609756141901,0
2032,0,0.0197609756141901,0
2033,0,0.0197609756141901,0
2034,0,0.0197609756141901,0
2035,0,0.0197609756141901,0
2036,0,0.0197609756141901,0
2037,0,0.0197609756141901,0
2038,0,0.0197609756141901,0
2039,0,0.0197609756141901,0
2040,0,0.07382748275995255,1
2041,0,0.07382748275995255,0
2042,0,0.07382748275995255,0
2043,0,0.07382748275995255,0
2044,0,0.07382748275995255,0
2045,0,0.07382748275995255,0
2046,0,0.07382748275995255,0
2047,0,0.07382748275995255,0
2048,0,0.07382748275995255,0
2049,0,0.07382748275995255,0
2050,0,0.07382748275995255,0
2051,0,0.07382748275995255,0
2052,0,0.07382748275995255,0
2053,0,0.06696116179227829,1
2054,0,0.016868866980075836,1
2055,0,0.016868866980075836,0
2056,0,0.016868866980075836,0
2057,0,0.016868866980075836,0
2058,0,0.016868866980075836,0
2059,0,0.016868866980075836,0
2060,0,0.016868866980075836,0
2061,0,0.016868866980075836,0
2062,0,0.016868866980075836,0
2063,0,0.016868866980075836,0
2064,0,0.016868866980075836,0
2065,0,0.016868866980075836,0
2066,0,0.016868866980075836,0
2067,0,0.016868866980075836,0
2068,0,0.016868866980075836,0
2069,0,0.016868866980075836,0
2070,0,0.023204583674669266,1
2071,0,0.07871873676776886,1
2072,0,0.028370406478643417,1
2073,0,0.028370406478643417,0
2074,0,0.028370406478643417,0
2075,0,0.028370406478643417,0
2076,0,0.028370406478643417,0
2077,0,0.028370406478643417,0
2078,0,0.028370406478643417,0
2079,0,0.028370406478643417,0
2080,0,0.028370406478643417,0
2081,0,0.028370406478643417,0
2082,0,0.028370406478643417,0
2083,0,0.028370406478643417,0
2084,0,0.028370406478643417,0
2085,0,0.028370406478643417,0
2086,0,0.028370406478643417,0
2087,0,0.028370406478643417,0
2088,0,0.028370406478643417,0
2089,0,0.028370406478643417,0
2090,0,0.028370406478643417,0
2091,0,0.028370406478643417,0
2092,0,0.028370406478643417,0
2093,0,0.028370406478643417,0
2094,0,0.28216710686683655,1
2095,0,0.28216710686683655,0
2096,0,0.28216710686683655,0
2097,0,0.28216710686683655,0
2098,0,0.28216710686683655,0
2099,0,0.28216710686683655,0
2100,0,0.28216710686683655,0
2101,0,0.28216710686683655,0
2102,0,0.28216710686683655,0
2103,0,0.28216710686683655,0
2104,0,0.28216710686683655,0
2105,0,0.28216710686683655,0
2106,0,0.30121979117393494,1
2107,0,0.30121979117393494,0
2108,0,0.30121979117393494,0
2109,0,0.30121979117393494,0
2110,0,0.30121979117393494,0
2111,0,0.30121979117393494,0
2112,0,0.30121979117393494,0
2113,0,0.30121979117393494,0
2114,0,0.30121979117393494,0
2115,0,0.30121979117393494,0
2116,0,0.30121979117393494,0
2117,0,0.30121979117393494,0
2118,0,0.30121979117393494,0
2119,0,0.30121979117393494,0
2120,0,0.30121979117393494,0
2121,0,0.30121979117393494,0
2122,0,0.30121979117393494,0
2123,0,0.30121979117393494,0
2124,0,0.30121979117393494,0
2125,0,0.30121979117393494,0
2126,0,0.30121979117393494,0
2127,0,0.30121979117393494,0
2128,0,0.30121979117393494,0
2129,0,0.30121979117393494,0
2130,0,0.049527548253536224,1
2131,0,0.049527548253536224,0
2132,0,0.049527548253536224,0
2133,0,0.049527548253536224,0
2134,0,0.049527548253536224,0
2135,0,0.049527548253536224,0
2136,0,0.017449097707867622,1
2137,0,0.017449097707867622,0
2138,0,0.017449097707867622,0
2139,0,0.017449097707867622,0
2140,0,0.017449097707867622,0
2141,0,0.017449097707867622,0
2142,0,0.006630638614296913,1
2143,0,0.07146019488573074,1
2144,0,0.0178592037409544,1
2145,0,0.0178592037409544,0
2146,0,0.0178592037409544,0
2147,0,0.0178592037409544,0
2148,0,0.0178592037409544,0
2149,0,0.0178592037409544,0
2150,0,0.0178592037409544,0
2151,0,0.0178592037409544,0
2152,0,0.0178592037409544,0
2153,0,0.0178592037409544,0
2154,0,0.0178592037409544,0
2155,0,0.0178592037409544,0
2156,0,0.0178592037409544,0
2157,0,0.0178592037409544,0
2158,0,0.0178592037409544,0
2159,0,0.0178592037409544,0
2160,0,0.023600226268172264,1
2161,0,0.09673294425010681,1
2162,0,0.04362228885293007,1
2163,0,0.04362228885293007,0
2164,0,0.04362228885293007,0
2165,0,0.04362228885293007,0
2166,0,0.04362228885293007,0
2167,0,0.04362228885293007,0
2168,0,0.04362228885293007,0
2169,0,0.04362228885293007,0
2170,0,0.04362228885293007,0
2171,0,0.04362228885293007,0
2172,0,0.04362228885293007,0
2173,0,0.04362228885293007,0
2174,0,0.04362228885293007,0
2175,0,0.04362228885293007,0
2176,0,0.04362228885293007,0
2177,0,0.04362228885293007,0
2178,0,0.04362228885293007,0
2179,0,0.00905973743647337,1
2180,0,0.00905973743647337,0
2181,0,0.00905973743647337,0
2182,0,0.00905973743647337,0
2183,0,0.00905973743647337,0
2184,0,0.00905973743647337,0
2185,0,0.00905973743647337,0
2186,0,0.00905973743647337,0
2187,0,0.00905973743647337,0
2188,0,0.00905973743647337,0
2189,0,0.00905973743647337,0
2190,0,0.05355599895119667,1
2191,0,0.05355599895119667,0
2192,0,0.05355599895119667,0
2193,0,0.05355599895119667,0
2194,0,0.05355599895119667,0
2195,0,0.05355599895119667,0
2196,0,0.13056443631649017,1
2197,0,0.13056443631649017,0
2198,0,0.13056443631649017,0
2199,0,0.13056443631649017,0
2200,0,0.13056443631649017,0
2201,0,0.13056443631649017,0
2202,0,0.13056443631649017,0
2203,0,0.13056443631649017,0
2204,0,0.13056443631649017,0
2205,0,0.13056443631649017,0
2206,0,0.13056443631649017,0
2207,0,0.13056443631649017,0
2208,0,0.13056443631649017,0
2209,0,0.13056443631649017,0
2210,0,0.13056443631649017,0
2211,0,0.13056443631649017,0
2212,0,0.13056443631649017,0
2213,0,0.13056443631649017,0
2214,0,0.13056443631649017,0
2215,0,0.007359164301306009,1
2216,0,0.007359164301306009,0
2217,0,0.007359164301306009,0
2218,0,0.007359164301306009,0
2219,0,0.007359164301306009,0
2220,0,0.05183883383870125,1
2221,0,0.05183883383870125,0
2222,0,0.05183883383870125,0
2223,0,0.05183883383870125,0
2224,0,0.05183883383870125,0
2225,0,0.05183883383870125,0
2226,0,0.05183883383870125,0
2227,0,0.05183883383870125,0
2228,0,0.05183883383870125,0
2229,0,0.05183883383870125,0
2230,0,0.05183883383870125,0
2231,0,0.05183883383870125,0
2232,0,0.05183883383870125,0
2233,0,0.03241189196705818,1
2234,0,0.03241189196705818,0
2235,0,0.03241189196705818,0
2236,0,0.03241189196705818,0
2237,0,0.03241189196705818,0
2238,0,0.03241189196705818,0
2239,0,0.03241189196705818,0
2240,0,0.03241189196705818,0
2241,0,0.03241189196705818,0
2242,0,0.03241189196705818,0
2243,0,0.03241189196705818,0
2244,0,0.03241189196705818,0
2245,0,0.03241189196705818,0
2246,0,0.03241189196705818,0
2247,0,0.03241189196705818,0
2248,0,0.03241189196705818,0
2249,0,0.03241189196705818,0
2250,0,0.8068928718566895,1
2251,0,0.8068928718566895,0
2252,0,0.8068928718566895,0
2253,0,0.8068928718566895,0
2254,0,0.8068928718566895,0
2255,0,0.8068928718566895,0
2256,0,0.2790084481239319,1
2257,0,0.2790084481239319,0
2258,0,0.2790084481239319,0
2259,0,0.2790084481239319,0
2260,0,0.2790084481239319,0
2261,0,0.2790084481239319,0
2262,0,0.2790084481239319,0
2263,0,0.2790084481239319,0
2264,0,0.2790084481239319,0
2265,0,0.2790084481239319,0
2266,0,0.2790084481239319,0
2267,0,0.2790084481239319,0
2268,0,0.2494814693927765,1
2269,0,0.2494814693927765,0
2270,0,0.2494814693927765,0
2271,0,0.2494814693927765,0
2272,0,0.2494814693927765,0
2273,0,0.2494814693927765,0
2274,0,0.2494814693927765,0
2275,0,0.2494814693927765,0
2276,0,0.2494814693927765,0
2277,0,0.2494814693927765,0
2278,0,0.2494814693927765,0
2279,0,0.2494814693927765,0
2280,0,0.03036501258611679,1
2281,0,0.03036501258611679,0
2282,0,0.03036501258611679,0
2283,0,0.03036501258611679,0
2284,0,0.03036501258611679,0
2285,0,0.03036501258611679,0
2286,0,0.0,1
2287,0,0.06507498770952225,1
2288,0,0.011664820834994316,1
2289,0,0.011664820834994316,0
2290,0,0.011664820834994316,0
2291,0,0.011664820834994316,0
2292,0,0.011664820834994316,0
2293,0,0.011664820834994316,0
2294,0,0.011664820834994316,0
2295,0,0.011664820834994316,0
2296,0,0.011664820834994316,0
2297,0,0.011664820834994316,0
2298,0,0.0,1
2299,0,0.0,0
2300,0,0.0,0
2301,0,0.0,0
2302,0,0.0,0
2303,0,0.0,0
2304,0,0.0,0
2305,0,0.012169924564659595,1
2306,0,0.012169924564659595,0
2307,0,0.012169924564659595,0
2308,0,0.012169924564659595,0
2309,0,0.012169924564659595,0
2310,0,0.06163729727268219,1
2311,0,0.06163729727268219,0
2312,0,0.06163729727268219,0
2313,0,0.06163729727268219,0
2314,0,0.06163729727268219,0
2315,0,0.06163729727268219,0
2316,0,0.06163729727268219,0
2317,0,0.06163729727268219,0
2318,0,0.06163729727268219,0
2319,0,0.06163729727268219,0
2320,0,0.06163729727268219,0
2321,0,0.06163729727268219,0
2322,0,0.06163729727268219,0
2323,0,0.044728994369506836,1
2324,0,0.044728994369506836,0
2325,0,0.044728994369506836,0
2326,0,0.044728994369506836,0
2327,0,0.044728994369506836,0
2328,0,0.044728994369506836,0
2329,0,0.044728994369506836,0
2330,0,0.044728994369506836,0
2331,0,0.044728994369506836,0
2332,0,0.044728994369506836,0
2333,0,0.044728994369506836,0
2334,0,0.044728994369506836,0
2335,0,0.044728994369506836,0
2336,0,0.044728994369506836,0
2337,0,0.044728994369506836,0
2338,0,0.044728994369506836,0
2339,0,0.044728994369506836,0
2340,0,0.03245634585618973,1
2341,0,0.03245634585618973,0
2342,0,0.03245634585618973,0
2343,0,0.03245634585618973,0
2344,0,0.03245634585618973,0
2345,0,0.03245634585618973,0
2346,0,0.03245634585618973,0
2347,0,0.03245634585618973,0
2348,0,0.03245634585618973,0
2349,0,0.03245634585618973,0
2350,0,0.03245634585618973,0
2351,0,0.03245634585618973,0
2352,0,0.03245634585618973,0
2353,0,0.03245634585618973,0
2354,0,0.03245634585618973,0
2355,0,0.03245634585618973,0
2356,0,0.03245634585618973,0
2357,0,0.03245634585618973,0
