frame_idx,ground_truth,action_score_propagated,is_retained_tier
2683,1,0.3069854974746704,0
2684,1,0.3069854974746704,0
2685,1,0.3069854974746704,0
2686,1,0.3069854974746704,0
2687,1,0.3069854974746704,0
2688,1,0.18811213970184326,1
2689,1,0.18811213970184326,0
2690,1,0.18811213970184326,0
2691,1,0.18811213970184326,0
2692,1,0.18811213970184326,0
2693,1,0.18811213970184326,0
2694,1,0.18811213970184326,0
2695,1,0.18811213970184326,0
2696,1,0.18811213970184326,0
2697,1,0.18811213970184326,0
2698,1,0.18811213970184326,0
2699,1,0.18811213970184326,0
2700,1,0.2972119152545929,1
2701,1,0.2972119152545929,0
2702,1,0.2972119152545929,0
2703,1,0.2972119152545929,0
2704,1,0.2972119152545929,0
2705,1,0.2972119152545929,0
2706,1,0.2972119152545929,0
2707,1,0.2972119152545929,0
2708,1,0.2972119152545929,0
2709,1,0.2972119152545929,0
2710,1,0.2972119152545929,0
2711,1,0.2972119152545929,0
2712,1,0.14477132260799408,1
2713,1,0.14477132260799408,0
2714,1,0.14477132260799408,0
2715,1,0.14477132260799408,0
2716,1,0.14477132260799408,0
2717,1,0.14477132260799408,0
2718,1,0.14477132260799408,0
2719,1,0.14477132260799408,0
2720,1,0.14477132260799408,0
2721,1,0.14477132260799408,0
2722,1,0.14477132260799408,0
2723,1,0.14477132260799408,0
2724,1,0.14477132260799408,0
2725,1,0.14477132260799408,0
2726,1,0.14477132260799408,0
2727,1,0.14477132260799408,0
2728,1,0.14477132260799408,0
2729,1,0.14477132260799408,0
2730,1,0.249907448887825,1
2731,1,0.249907448887825,0
2732,1,0.249907448887825,0
2733,1,0.249907448887825,0
2734,1,0.249907448887825,0
2735,1,0.249907448887825,0
2736,1,0.2317633032798767,1
2737,1,0.2317633032798767,0
2738,1,0.2317633032798767,0
2739,1,0.2317633032798767,0
2740,1,0.30604177713394165,1
2741,1,0.30604177713394165,0
2742,1,0.30604177713394165,0
2743,1,0.30604177713394165,0
2744,1,0.30604177713394165,0
2745,1,0.30604177713394165,0
2746,1,0.30604177713394165,0
2747,1,0.30604177713394165,0
2748,1,0.20862191915512085,1
2749,1,0.20862191915512085,0
2750,1,0.20862191915512085,0
2751,1,0.20862191915512085,0
2752,1,0.20862191915512085,0
2753,1,0.20862191915512085,0
2754,1,0.20862191915512085,0
2755,1,0.20862191915512085,0
2756,1,0.20862191915512085,0
2757,1,0.20862191915512085,0
2758,1,0.20862191915512085,0
2759,1,0.20862191915512085,0
2760,1,0.31762275099754333,1
2761,1,0.31762275099754333,0
2762,1,0.31762275099754333,0
2763,1,0.31762275099754333,0
2764,1,0.31762275099754333,0
2765,1,0.31762275099754333,0
2766,1,0.31762275099754333,0
2767,1,0.31762275099754333,0
2768,1,0.31762275099754333,0
2769,1,0.31762275099754333,0
2770,1,0.31762275099754333,0
2771,1,0.31762275099754333,0
2772,1,0.31762275099754333,0
2773,1,0.31762275099754333,0
2774,1,0.31762275099754333,0
2775,1,0.31762275099754333,0
2776,1,0.31762275099754333,0
2777,1,0.31762275099754333,0
2778,1,0.31762275099754333,0
2779,1,0.31762275099754333,0
2780,1,0.31762275099754333,0
2781,1,0.31762275099754333,0
2782,1,0.31762275099754333,0
2783,1,0.38761013746261597,1
2784,1,0.38761013746261597,0
2785,1,0.38761013746261597,0
2786,1,0.38761013746261597,0
2787,1,0.38761013746261597,0
2788,1,0.38761013746261597,0
2789,1,0.38761013746261597,0
2790,1,0.26228272914886475,1
2791,1,0.26228272914886475,0
2792,1,0.26228272914886475,0
2793,1,0.26228272914886475,0
2794,1,0.26228272914886475,0
2795,1,0.26228272914886475,0
2796,1,0.20424863696098328,1
2797,1,0.20424863696098328,0
2798,1,0.20424863696098328,0
2799,1,0.20424863696098328,0
2800,1,0.20424863696098328,0
2801,1,0.20424863696098328,0
2802,1,0.20424863696098328,0
2803,1,0.20424863696098328,0
2804,1,0.20424863696098328,0
2805,1,0.20424863696098328,0
2806,1,0.20424863696098328,0
2807,1,0.20424863696098328,0
2808,1,0.16732458770275116,1
2809,1,0.16732458770275116,0
2810,1,0.16732458770275116,0
2811,1,0.16732458770275116,0
2812,1,0.16732458770275116,0
2813,1,0.16732458770275116,0
2814,1,0.16732458770275116,0
2815,1,0.16732458770275116,0
2816,1,0.16732458770275116,0
2817,1,0.16732458770275116,0
2818,1,0.16732458770275116,0
2819,1,0.16732458770275116,0
2820,1,0.3213009834289551,1
2821,1,0.3213009834289551,0
2822,1,0.3213009834289551,0
2823,1,0.3213009834289551,0
2824,1,0.3213009834289551,0
2825,1,0.1601472645998001,1
2826,1,0.1601472645998001,0
2827,1,0.1601472645998001,0
2828,1,0.1601472645998001,0
2829,1,0.1601472645998001,0
2830,1,0.1601472645998001,0
2831,1,0.8800547122955322,1
2832,1,0.19576922059059143,1
2833,1,0.19576922059059143,0
2834,1,0.19576922059059143,0
2835,1,0.19576922059059143,0
2836,1,0.19576922059059143,0
2837,1,0.19576922059059143,0
2838,1,0.19576922059059143,0
2839,1,0.19576922059059143,0
2840,1,0.19576922059059143,0
2841,1,0.19576922059059143,0
2842,1,0.19576922059059143,0
2843,1,0.19576922059059143,0
2844,1,0.34776169061660767,1
2845,1,0.34776169061660767,0
2846,1,0.34776169061660767,0
2847,1,0.34776169061660767,0
2848,1,0.34776169061660767,0
2849,1,0.34776169061660767,0
2850,1,0.24233773350715637,1
2851,1,0.24233773350715637,0
2852,1,0.24233773350715637,0
2853,1,0.24233773350715637,0
2854,1,0.24233773350715637,0
2855,1,0.24233773350715637,0
2856,1,0.21124479174613953,1
2857,1,0.21124479174613953,0
2858,1,0.21124479174613953,0
2859,1,0.21124479174613953,0
2860,1,0.21124479174613953,0
2861,1,0.21124479174613953,0
2862,1,0.21124479174613953,0
2863,1,0.21124479174613953,0
2864,1,0.21124479174613953,0
2865,1,0.21124479174613953,0
2866,1,0.21124479174613953,0
2867,1,0.21124479174613953,0
2868,1,0.16780579090118408,1
2869,1,0.16780579090118408,0
2870,1,0.16780579090118408,0
2871,1,0.16780579090118408,0
2872,1,0.16780579090118408,0
2873,1,0.16780579090118408,0
2874,1,0.16780579090118408,0
2875,1,0.16780579090118408,0
2876,1,0.16780579090118408,0
2877,1,0.16780579090118408,0
2878,1,0.16780579090118408,0
2879,1,0.16780579090118408,0
2880,1,0.35123440623283386,1
2881,1,0.35123440623283386,0
2882,1,0.35123440623283386,0
2883,1,0.35123440623283386,0
2884,1,0.35123440623283386,0
2885,1,0.35123440623283386,0
2886,1,0.35123440623283386,0
2887,1,0.35123440623283386,0
2888,1,0.35123440623283386,0
2889,1,0.35123440623283386,0
2890,1,0.35123440623283386,0
2891,1,0.35123440623283386,0
2892,1,0.16791537404060364,1
2893,1,0.16791537404060364,0
2894,1,0.16791537404060364,0
2895,1,0.16791537404060364,0
2896,1,0.16791537404060364,0
2897,1,0.16791537404060364,0
2898,1,0.16791537404060364,0
2899,1,0.16791537404060364,0
2900,1,0.16791537404060364,0
2901,1,0.16791537404060364,0
2902,1,0.16791537404060364,0
2903,1,0.16791537404060364,0
2904,1,0.3397607207298279,1
2905,1,0.3397607207298279,0
2906,1,0.3397607207298279,0
2907,1,0.3397607207298279,0
2908,1,0.3397607207298279,0
2909,1,0.3397607207298279,0
2910,1,0.24071305990219116,1
2911,1,0.24071305990219116,0
2912,1,0.24071305990219116,0
2913,1,0.24071305990219116,0
2914,1,0.24071305990219116,0
2915,1,0.24071305990219116,0
2916,1,0.19162476062774658,1
2917,1,0.19162476062774658,0
2918,1,0.19162476062774658,0
2919,1,0.19162476062774658,0
2920,1,0.19162476062774658,0
2921,1,0.19162476062774658,0
2922,1,0.19162476062774658,0
2923,1,0.19162476062774658,0
2924,1,0.19162476062774658,0
2925,1,0.19162476062774658,0
2926,1,0.19162476062774658,0
2927,1,0.19162476062774658,0
2928,1,0.21808916330337524,1
2929,1,0.21808916330337524,0
2930,1,0.21808916330337524,0
2931,1,0.21808916330337524,0
2932,1,0.21808916330337524,0
2933,1,0.21808916330337524,0
2934,1,0.21808916330337524,0
2935,1,0.21808916330337524,0
2936,1,0.21808916330337524,0
2937,1,0.21808916330337524,0
2938,1,0.21808916330337524,0
2939,1,0.21808916330337524,0
2940,1,0.3160014748573303,1
2941,1,0.3160014748573303,0
2942,1,0.3160014748573303,0
2943,1,0.3160014748573303,0
2944,1,0.3160014748573303,0
2945,1,0.3160014748573303,0
2946,1,0.3160014748573303,0
2947,1,0.3160014748573303,0
2948,1,0.3160014748573303,0
2949,1,0.3160014748573303,0
2950,1,0.3160014748573303,0
2951,1,0.3160014748573303,0
2952,1,0.1814899742603302,1
2953,1,0.1814899742603302,0
2954,1,0.1814899742603302,0
2955,1,0.1814899742603302,0
2956,1,0.1814899742603302,0
2957,1,0.1814899742603302,0
2958,1,0.1814899742603302,0
2959,1,0.1814899742603302,0
2960,1,0.1814899742603302,0
2961,1,0.1814899742603302,0
2962,1,0.1814899742603302,0
2963,1,0.1814899742603302,0
2964,1,0.36024391651153564,1
2965,1,0.36024391651153564,0
2966,1,0.36024391651153564,0
2967,1,0.36024391651153564,0
2968,1,0.36024391651153564,0
2969,1,0.36024391651153564,0
2970,1,0.25753459334373474,1
2971,1,0.25753459334373474,0
2972,1,0.25753459334373474,0
2973,1,0.25753459334373474,0
2974,1,0.25753459334373474,0
2975,1,0.25753459334373474,0
2976,1,0.24201056361198425,1
2977,1,0.24201056361198425,0
2978,1,0.24201056361198425,0
2979,1,0.24201056361198425,0
2980,1,0.24201056361198425,0
2981,1,0.24201056361198425,0
2982,1,0.24201056361198425,0
2983,1,0.24201056361198425,0
2984,1,0.24201056361198425,0
2985,1,0.24201056361198425,0
2986,1,0.24201056361198425,0
2987,1,0.24201056361198425,0
2988,1,0.1568116843700409,1
2989,1,0.1568116843700409,0
2990,1,0.1568116843700409,0
2991,1,0.1568116843700409,0
2992,1,0.1568116843700409,0
2993,1,0.1568116843700409,0
2994,1,0.1568116843700409,0
2995,1,0.1568116843700409,0
2996,1,0.1568116843700409,0
2997,1,0.1568116843700409,0
2998,1,0.1568116843700409,0
2999,1,0.1568116843700409,0
3000,1,0.31694015860557556,1
3001,1,0.31694015860557556,0
3002,1,0.31694015860557556,0
3003,1,0.31694015860557556,0
3004,1,0.31694015860557556,0
3005,1,0.31694015860557556,0
3006,1,0.31694015860557556,0
3007,1,0.31694015860557556,0
3008,1,0.31694015860557556,0
3009,1,0.31694015860557556,0
3010,1,0.31694015860557556,0
3011,1,0.31694015860557556,0
3012,1,0.1503450870513916,1
3013,1,0.1503450870513916,0
3014,1,0.1503450870513916,0
3015,1,0.1503450870513916,0
3016,1,0.1503450870513916,0
3017,1,0.1503450870513916,0
3018,1,0.1503450870513916,0
3019,1,0.1503450870513916,0
3020,1,0.1503450870513916,0
3021,1,0.1503450870513916,0
3022,1,0.1503450870513916,0
3023,1,0.1503450870513916,0
3024,1,0.36757081747055054,1
3025,1,0.36757081747055054,0
3026,1,0.36757081747055054,0
3027,1,0.36757081747055054,0
3028,1,0.36757081747055054,0
3029,1,0.36757081747055054,0
3030,1,0.28801608085632324,1
3031,1,0.28801608085632324,0
3032,1,0.28801608085632324,0
3033,1,0.28801608085632324,0
3034,1,0.28801608085632324,0
3035,1,0.28801608085632324,0
3036,1,0.20602452754974365,1
3037,1,0.20602452754974365,0
3038,1,0.20602452754974365,0
3039,1,0.20602452754974365,0
3040,1,0.20602452754974365,0
3041,1,0.20602452754974365,0
3042,1,0.20602452754974365,0
3043,1,0.20602452754974365,0
3044,1,0.20602452754974365,0
3045,1,0.20602452754974365,0
3046,1,0.20602452754974365,0
3047,1,0.20602452754974365,0
3048,1,0.14310041069984436,1
3049,1,0.14310041069984436,0
3050,1,0.14310041069984436,0
3051,1,0.14310041069984436,0
3052,1,0.14310041069984436,0
3053,1,0.14310041069984436,0
3054,1,0.14310041069984436,0
3055,1,0.14310041069984436,0
3056,1,0.14310041069984436,0
3057,1,0.14310041069984436,0
3058,1,0.14310041069984436,0
3059,1,0.14310041069984436,0
3060,1,0.30888283252716064,1
3061,1,0.30888283252716064,0
3062,1,0.30888283252716064,0
3063,1,0.30888283252716064,0
3064,1,0.30888283252716064,0
3065,1,0.30888283252716064,0
3066,1,0.30888283252716064,0
3067,1,0.30888283252716064,0
3068,1,0.30888283252716064,0
3069,1,0.30888283252716064,0
3070,1,0.30888283252716064,0
3071,1,0.30888283252716064,0
3072,1,0.1794871687889099,1
3073,1,0.1794871687889099,0
3074,1,0.1794871687889099,0
3075,1,0.1794871687889099,0
3076,1,0.1794871687889099,0
3077,1,0.1794871687889099,0
3078,1,0.1794871687889099,0
3079,1,0.1794871687889099,0
3080,1,0.1794871687889099,0
3081,1,0.8804972767829895,1
3082,1,0.8804972767829895,0
3083,1,0.8804972767829895,0
3084,1,0.3477456867694855,1
3085,1,0.3477456867694855,0
3086,1,0.3477456867694855,0
3087,1,0.3477456867694855,0
3088,1,0.3477456867694855,0
3089,1,0.3477456867694855,0
3090,1,0.24226316809654236,1
3091,1,0.24226316809654236,0
3092,1,0.24226316809654236,0
3093,1,0.24226316809654236,0
3094,1,0.24226316809654236,0
3095,1,0.24226316809654236,0
3096,1,0.24226316809654236,0
3097,1,0.24226316809654236,0
3098,1,0.24226316809654236,0
3099,1,0.24226316809654236,0
3100,1,0.24226316809654236,0
3101,1,0.24226316809654236,0
3102,1,0.24226316809654236,0
3103,1,0.24226316809654236,0
3104,1,0.24226316809654236,0
3105,1,0.24226316809654236,0
3106,1,0.24226316809654236,0
3107,1,0.24226316809654236,0
3108,1,0.24226316809654236,0
3109,1,0.24226316809654236,0
3110,1,0.24226316809654236,0
3111,1,0.24226316809654236,0
3112,1,0.24226316809654236,0
3113,1,0.24226316809654236,0
3114,1,0.24226316809654236,0
3115,1,0.24226316809654236,0
3116,1,0.24226316809654236,0
3117,1,0.24226316809654236,0
3118,1,0.24226316809654236,0
3119,1,0.24226316809654236,0
3120,1,0.35802921652793884,1
3121,1,0.35802921652793884,0
3122,1,0.35802921652793884,0
3123,1,0.35802921652793884,0
3124,1,0.35802921652793884,0
3125,1,0.35802921652793884,0
3126,1,0.35802921652793884,0
3127,1,0.35802921652793884,0
3128,1,0.35802921652793884,0
3129,1,0.35802921652793884,0
3130,1,0.35802921652793884,0
3131,1,0.35802921652793884,0
3132,1,0.35802921652793884,0
3133,1,0.35802921652793884,0
3134,1,0.35802921652793884,0
3135,1,0.35802921652793884,0
3136,1,0.35802921652793884,0
3137,1,0.35802921652793884,0
3138,1,0.35802921652793884,0
3139,1,0.35802921652793884,0
3140,1,0.35802921652793884,0
3141,1,0.35802921652793884,0
3142,1,0.35802921652793884,0
3143,1,0.35802921652793884,0
3144,1,0.3571506142616272,1
3145,1,0.3571506142616272,0
3146,1,0.3571506142616272,0
3147,1,0.3571506142616272,0
3148,1,0.3571506142616272,0
3149,1,0.3571506142616272,0
3150,1,0.2807292640209198,1
3151,1,0.2807292640209198,0
3152,1,0.2807292640209198,0
3153,1,0.2807292640209198,0
3154,1,0.2807292640209198,0
3155,1,0.2807292640209198,0
3156,1,0.22118410468101501,1
3157,1,0.22118410468101501,0
3158,1,0.22118410468101501,0
3159,1,0.22118410468101501,0
3160,1,0.22118410468101501,0
3161,1,0.22118410468101501,0
3162,1,0.23770281672477722,1
3163,1,0.28800228238105774,1
3164,1,0.28800228238105774,0
3165,1,0.2706400752067566,1
3166,1,0.23279505968093872,1
3167,1,0.23279505968093872,0
3168,1,0.2798413038253784,1
3169,1,0.2798413038253784,0
3170,1,0.2798413038253784,0
3171,1,0.2798413038253784,0
3172,1,0.2798413038253784,0
3173,1,0.2798413038253784,0
3174,1,0.2798413038253784,0
3175,1,0.2798413038253784,0
3176,1,0.2798413038253784,0
3177,1,0.2798413038253784,0
3178,1,0.2798413038253784,0
3179,1,0.2798413038253784,0
3180,1,0.4531061351299286,1
3181,1,0.4531061351299286,0
3182,1,0.4531061351299286,0
3183,1,0.4531061351299286,0
3184,1,0.4531061351299286,0
3185,1,0.4531061351299286,0
3186,1,0.4531061351299286,0
3187,1,0.4531061351299286,0
3188,1,0.4531061351299286,0
3189,1,0.4531061351299286,0
3190,1,0.4531061351299286,0
3191,1,0.4531061351299286,0
3192,1,0.2235647737979889,1
3193,1,0.2235647737979889,0
3194,1,0.2235647737979889,0
3195,1,0.2235647737979889,0
3196,1,0.2235647737979889,0
3197,1,0.2235647737979889,0
3198,1,0.2235647737979889,0
3199,1,0.2235647737979889,0
3200,1,0.2235647737979889,0
3201,1,0.2235647737979889,0
3202,1,0.2235647737979889,0
3203,1,0.2235647737979889,0
3204,1,0.3692570924758911,1
3205,1,0.3692570924758911,0
3206,1,0.3692570924758911,0
3207,1,0.3692570924758911,0
3208,1,0.3692570924758911,0
3209,1,0.3692570924758911,0
3210,1,0.3154291808605194,1
3211,1,0.3154291808605194,0
3212,1,0.3154291808605194,0
3213,1,0.3154291808605194,0
3214,1,0.3154291808605194,0
3215,1,0.3154291808605194,0
3216,1,0.2825576364994049,1
3217,1,0.2825576364994049,0
3218,1,0.2825576364994049,0
3219,1,0.2825576364994049,0
3220,1,0.2825576364994049,0
3221,1,0.2825576364994049,0
3222,1,0.2825576364994049,0
3223,1,0.2825576364994049,0
3224,1,0.2825576364994049,0
3225,1,0.2825576364994049,0
3226,1,0.2825576364994049,0
3227,1,0.2825576364994049,0
3228,1,0.2825576364994049,0
3229,1,0.2825576364994049,0
3230,1,0.2825576364994049,0
3231,1,0.2825576364994049,0
3232,1,0.2825576364994049,0
3233,1,0.2825576364994049,0
3234,1,0.2825576364994049,0
3235,1,0.2825576364994049,0
3236,1,0.2825576364994049,0
3237,1,0.2825576364994049,0
3238,1,0.2825576364994049,0
3239,1,0.2825576364994049,0
3240,1,0.2803534269332886,1
3241,1,0.2803534269332886,0
3242,1,0.2803534269332886,0
3243,1,0.2803534269332886,0
3244,1,0.2803534269332886,0
3245,1,0.2803534269332886,0
3246,1,0.2803534269332886,0
3247,1,0.4050847589969635,1
3248,1,0.4050847589969635,0
3249,1,0.4050847589969635,0
3250,1,0.4050847589969635,0
3251,1,0.4050847589969635,0
3252,1,0.4050847589969635,0
3253,1,0.4050847589969635,0
3254,1,0.4050847589969635,0
3255,1,0.4050847589969635,0
3256,1,0.4050847589969635,0
3257,1,0.4050847589969635,0
3258,1,0.4050847589969635,0
3259,1,0.4050847589969635,0
3260,1,0.4050847589969635,0
3261,1,0.4050847589969635,0
3262,1,0.4050847589969635,0
3263,1,0.4050847589969635,0
3264,1,0.223825141787529,1
3265,1,0.223825141787529,0
3266,1,0.223825141787529,0
3267,1,0.223825141787529,0
3268,1,0.223825141787529,0
3269,1,0.223825141787529,0
3270,1,0.3247816562652588,1
3271,1,0.3247816562652588,0
3272,1,0.3247816562652588,0
3273,1,0.3247816562652588,0
3274,1,0.3247816562652588,0
3275,1,0.3247816562652588,0
3276,1,0.24459019303321838,1
3277,1,0.24459019303321838,0
3278,1,0.24459019303321838,0
3279,1,0.24459019303321838,0
3280,1,0.24459019303321838,0
3281,1,0.24459019303321838,0
3282,1,0.24459019303321838,0
3283,1,0.24459019303321838,0
3284,1,0.24459019303321838,0
3285,1,0.24459019303321838,0
3286,1,0.24459019303321838,0
3287,1,0.24459019303321838,0
3288,1,0.24459019303321838,0
3289,1,0.24459019303321838,0
3290,1,0.24459019303321838,0
3291,1,0.24459019303321838,0
3292,1,0.24459019303321838,0
3293,1,0.24459019303321838,0
3294,1,0.24459019303321838,0
3295,1,0.24459019303321838,0
3296,1,0.24459019303321838,0
3297,1,0.24459019303321838,0
3298,1,0.24459019303321838,0
3299,1,0.24459019303321838,0
3300,1,0.35648688673973083,1
3301,1,0.35648688673973083,0
3302,1,0.35648688673973083,0
3303,1,0.35648688673973083,0
3304,1,0.35648688673973083,0
3305,1,0.35648688673973083,0
3306,1,0.35648688673973083,0
3307,1,0.35648688673973083,0
3308,1,0.3834781050682068,1
3309,1,0.3834781050682068,0
3310,1,0.3834781050682068,0
3311,1,0.3834781050682068,0
3312,1,0.23087778687477112,1
3313,1,0.23087778687477112,0
3314,1,0.23087778687477112,0
3315,1,0.23087778687477112,0
3316,1,0.23087778687477112,0
3317,1,0.23087778687477112,0
3318,1,0.23087778687477112,0
3319,1,0.23087778687477112,0
3320,1,0.23087778687477112,0
3321,1,0.23087778687477112,0
3322,1,0.23087778687477112,0
3323,1,0.23087778687477112,0
3324,1,0.23087778687477112,0
3325,1,0.23087778687477112,0
3326,1,0.23087778687477112,0
3327,1,0.23087778687477112,0
3328,1,0.23087778687477112,0
3329,1,0.23087778687477112,0
3330,1,0.27846771478652954,1
3331,1,0.8831620812416077,1
3332,1,0.8831620812416077,0
3333,1,0.8831620812416077,0
3334,1,0.8831620812416077,0
3335,1,0.8831620812416077,0
3336,1,0.8831620812416077,0
3337,1,0.8831620812416077,0
3338,1,0.8831620812416077,0
3339,1,0.8831620812416077,0
3340,1,0.8831620812416077,0
3341,1,0.8831620812416077,0
3342,1,0.8831620812416077,0
3343,1,0.8831620812416077,0
3344,1,0.8831620812416077,0
3345,1,0.8831620812416077,0
3346,1,0.8831620812416077,0
3347,1,0.8831620812416077,0
3348,1,0.8831620812416077,0
3349,1,0.8831620812416077,0
3350,1,0.8831620812416077,0
3351,1,0.8831620812416077,0
3352,1,0.8831620812416077,0
3353,1,0.8831620812416077,0
3354,1,0.8831620812416077,0
3355,1,0.8831620812416077,0
3356,1,0.8831620812416077,0
3357,1,0.8831620812416077,0
3358,1,0.8831620812416077,0
3359,1,0.8831620812416077,0
3360,1,0.36636215448379517,1
3361,1,0.36636215448379517,0
3362,1,0.36636215448379517,0
3363,1,0.36636215448379517,0
3364,1,0.36636215448379517,0
3365,1,0.36636215448379517,0
3366,1,0.36636215448379517,0
3367,1,0.36636215448379517,0
3368,1,0.3569040298461914,1
3369,1,0.3569040298461914,0
3370,1,0.3569040298461914,0
3371,1,0.3569040298461914,0
3372,1,0.3569040298461914,0
3373,1,0.3569040298461914,0
3374,1,0.3569040298461914,0
3375,1,0.3569040298461914,0
3376,1,0.3569040298461914,0
3377,1,0.3569040298461914,0
3378,1,0.3569040298461914,0
3379,1,0.3569040298461914,0
3380,1,0.3569040298461914,0
3381,1,0.3569040298461914,0
3382,1,0.3569040298461914,0
3383,1,0.3569040298461914,0
3384,1,0.3569040298461914,0
3385,1,0.3569040298461914,0
3386,1,0.3569040298461914,0
3387,1,0.3569040298461914,0
3388,1,0.3569040298461914,0
3389,1,0.3569040298461914,0
3390,1,0.39565855264663696,1
3391,1,0.39565855264663696,0
3392,1,0.39565855264663696,0
3393,1,0.39565855264663696,0
3394,1,0.26908960938453674,1
3395,1,0.26908960938453674,0
3396,1,0.3574213683605194,1
3397,1,0.3574213683605194,0
3398,1,0.3574213683605194,0
3399,1,0.3574213683605194,0
3400,1,0.3574213683605194,0
3401,1,0.3574213683605194,0
3402,1,0.3574213683605194,0
3403,1,0.3574213683605194,0
3404,1,0.3574213683605194,0
3405,1,0.3574213683605194,0
3406,1,0.3574213683605194,0
3407,1,0.3574213683605194,0
3408,1,0.2988707423210144,1
3409,1,0.2988707423210144,0
3410,1,0.2988707423210144,0
3411,1,0.2988707423210144,0
3412,1,0.2988707423210144,0
3413,1,0.2988707423210144,0
3414,1,0.2988707423210144,0
3415,1,0.2988707423210144,0
3416,1,0.2988707423210144,0
3417,1,0.2988707423210144,0
3418,1,0.2988707423210144,0
3419,1,0.2988707423210144,0
3420,1,0.4331994652748108,1
3421,1,0.4331994652748108,0
3422,1,0.4331994652748108,0
3423,1,0.4331994652748108,0
3424,1,0.4331994652748108,0
3425,1,0.4331994652748108,0
3426,1,0.4331994652748108,0
3427,1,0.4331994652748108,0
3428,1,0.3319338858127594,1
3429,1,0.3319338858127594,0
3430,1,0.3319338858127594,0
3431,1,0.3319338858127594,0
3432,1,0.3319338858127594,0
3433,1,0.3319338858127594,0
3434,1,0.3319338858127594,0
3435,1,0.3319338858127594,0
3436,1,0.3319338858127594,0
3437,1,0.3319338858127594,0
3438,1,0.3319338858127594,0
3439,1,0.3319338858127594,0
3440,1,0.3319338858127594,0
3441,1,0.3319338858127594,0
3442,1,0.3319338858127594,0
3443,1,0.3319338858127594,0
3444,1,0.3319338858127594,0
3445,1,0.3319338858127594,0
3446,1,0.3319338858127594,0
3447,1,0.3319338858127594,0
3448,1,0.3319338858127594,0
3449,1,0.3319338858127594,0
3450,1,0.23707237839698792,1
3451,1,0.23707237839698792,0
3452,1,0.23707237839698792,0
3453,1,0.23707237839698792,0
3454,1,0.23707237839698792,0
3455,1,0.23707237839698792,0
3456,1,0.22881759703159332,1
3457,1,0.22881759703159332,0
3458,1,0.22881759703159332,0
3459,1,0.22881759703159332,0
3460,1,0.22881759703159332,0
3461,1,0.22881759703159332,0
3462,1,0.22881759703159332,0
3463,1,0.22881759703159332,0
3464,1,0.22881759703159332,0
3465,1,0.22881759703159332,0
3466,1,0.22881759703159332,0
3467,1,0.22881759703159332,0
3468,1,0.22881759703159332,0
3469,1,0.22881759703159332,0
3470,1,0.22881759703159332,0
3471,1,0.22881759703159332,0
3472,1,0.22881759703159332,0
3473,1,0.22881759703159332,0
3474,1,0.22881759703159332,0
3475,1,0.22881759703159332,0
3476,1,0.22881759703159332,0
3477,1,0.22881759703159332,0
3478,1,0.22881759703159332,0
3479,1,0.22881759703159332,0
3480,1,0.394745409488678,1
3481,1,0.394745409488678,0
3482,1,0.394745409488678,0
3483,1,0.394745409488678,0
3484,1,0.394745409488678,0
3485,1,0.394745409488678,0
3486,1,0.394745409488678,0
3487,1,0.394745409488678,0
3488,1,0.3464418947696686,1
3489,1,0.3464418947696686,0
3490,1,0.3464418947696686,0
3491,1,0.3464418947696686,0
3492,1,0.30255571007728577,1
3493,1,0.239181786775589,1
3494,1,0.239181786775589,0
3495,1,0.2901768684387207,1
3496,1,0.2763195037841797,1
3497,1,0.2763195037841797,0
3498,1,0.2763195037841797,0
3499,1,0.2763195037841797,0
3500,1,0.2763195037841797,0
3501,1,0.2763195037841797,0
3502,1,0.2763195037841797,0
3503,1,0.2763195037841797,0
3504,1,0.22692826390266418,1
3505,1,0.22692826390266418,0
3506,1,0.22692826390266418,0
3507,1,0.22692826390266418,0
3508,1,0.22692826390266418,0
3509,1,0.22692826390266418,0
3510,1,0.2946019768714905,1
3511,1,0.2946019768714905,0
3512,1,0.2946019768714905,0
3513,1,0.2946019768714905,0
3514,1,0.2946019768714905,0
3515,1,0.2946019768714905,0
3516,1,0.2946019768714905,0
3517,1,0.2946019768714905,0
3518,1,0.2946019768714905,0
3519,1,0.2946019768714905,0
3520,1,0.2946019768714905,0
3521,1,0.2946019768714905,0
3522,1,0.2946019768714905,0
3523,1,0.2946019768714905,0
3524,1,0.2946019768714905,0
3525,1,0.2946019768714905,0
3526,1,0.2946019768714905,0
3527,1,0.2946019768714905,0
3528,1,0.2946019768714905,0
3529,1,0.2946019768714905,0
3530,1,0.2946019768714905,0
3531,1,0.2946019768714905,0
3532,1,0.2946019768714905,0
3533,1,0.2946019768714905,0
3534,1,0.2946019768714905,0
3535,1,0.2946019768714905,0
3536,1,0.2946019768714905,0
3537,1,0.2946019768714905,0
3538,1,0.2946019768714905,0
3539,1,0.2946019768714905,0
3540,1,0.3874991536140442,1
3541,1,0.3874991536140442,0
3542,1,0.3874991536140442,0
3543,1,0.3874991536140442,0
3544,1,0.3874991536140442,0
3545,1,0.3874991536140442,0
3546,1,0.3874991536140442,0
3547,1,0.3874991536140442,0
3548,1,0.4199081063270569,1
3549,1,0.4199081063270569,0
3550,1,0.4199081063270569,0
3551,1,0.4199081063270569,0
3552,1,0.248674213886261,1
3553,1,0.248674213886261,0
3554,1,0.248674213886261,0
3555,1,0.248674213886261,0
3556,1,0.248674213886261,0
3557,1,0.248674213886261,0
