frame_idx,ground_truth,action_score_propagated,is_retained_tier
2687,0,0.5519334673881531,0
2688,0,0.5519334673881531,0
2689,0,0.5519334673881531,0
2690,0,0.5519334673881531,0
2691,0,0.5519334673881531,0
2692,0,0.5519334673881531,0
2693,0,0.5519334673881531,0
2694,0,0.5519334673881531,0
2695,0,0.5519334673881531,0
2696,0,0.8354040384292603,1
2697,0,0.8354040384292603,0
2698,0,0.8354040384292603,0
2699,0,0.8354040384292603,0
2700,0,0.8354040384292603,0
2701,0,0.8354040384292603,0
2702,0,0.8354040384292603,0
2703,0,0.8354040384292603,0
2704,0,0.8354040384292603,0
2705,0,0.8354040384292603,0
2706,0,0.8354040384292603,0
2707,0,0.8354040384292603,0
2708,0,0.8354040384292603,0
2709,0,0.8354040384292603,0
2710,0,0.8354040384292603,0
2711,0,0.8354040384292603,0
2712,0,0.8354040384292603,0
2713,0,0.8354040384292603,0
2714,0,0.8354040384292603,0
2715,0,0.8354040384292603,0
2716,0,0.8354040384292603,0
2717,0,0.8354040384292603,0
2718,0,0.8354040384292603,0
2719,0,0.8354040384292603,0
2720,0,0.8354040384292603,0
2721,0,0.8354040384292603,0
2722,0,0.8354040384292603,0
2723,0,0.8354040384292603,0
2724,0,0.8354040384292603,0
2725,0,0.8354040384292603,0
2726,0,0.8354040384292603,0
2727,0,0.8354040384292603,0
2728,0,0.8354040384292603,0
2729,0,0.8354040384292603,0
2730,0,0.8354040384292603,0
2731,0,0.8354040384292603,0
2732,0,0.8354040384292603,0
2733,0,0.8354040384292603,0
2734,0,0.8354040384292603,0
2735,0,0.8354040384292603,0
2736,0,0.8354040384292603,0
2737,0,0.8354040384292603,0
2738,0,0.8354040384292603,0
2739,0,0.8354040384292603,0
2740,0,0.8354040384292603,0
2741,0,0.8354040384292603,0
2742,0,0.8354040384292603,0
2743,0,0.5279116630554199,1
2744,0,0.5279116630554199,0
2745,0,0.5279116630554199,0
2746,0,0.5279116630554199,0
2747,0,0.5279116630554199,0
2748,0,0.5279116630554199,0
2749,0,0.5279116630554199,0
2750,0,0.5279116630554199,0
2751,0,0.5422490239143372,1
2752,0,0.5422490239143372,0
2753,0,0.5422490239143372,0
2754,0,0.5422490239143372,0
2755,0,0.5422490239143372,0
2756,0,0.5422490239143372,0
2757,0,0.5422490239143372,0
2758,0,0.5422490239143372,0
2759,0,0.5422490239143372,0
2760,0,0.5422490239143372,0
2761,0,0.5422490239143372,0
2762,0,0.5422490239143372,0
2763,0,0.5422490239143372,0
2764,0,0.5422490239143372,0
2765,0,0.5422490239143372,0
2766,0,0.5422490239143372,0
2767,0,0.5422490239143372,0
2768,0,0.5422490239143372,0
2769,0,0.5422490239143372,0
2770,0,0.5422490239143372,0
2771,0,0.5422490239143372,0
2772,0,0.5422490239143372,0
2773,0,0.5422490239143372,0
2774,0,0.5422490239143372,0
2775,0,0.5422490239143372,0
2776,0,0.5422490239143372,0
2777,0,0.5422490239143372,0
2778,0,0.5422490239143372,0
2779,0,0.5422490239143372,0
2780,0,0.5422490239143372,0
2781,0,0.5422490239143372,0
2782,0,0.5422490239143372,0
2783,0,0.5422490239143372,0
2784,0,0.5422490239143372,0
2785,0,0.5422490239143372,0
2786,0,0.5422490239143372,0
2787,0,0.6019435524940491,1
2788,0,0.6019435524940491,0
2789,0,0.6019435524940491,0
2790,0,0.6019435524940491,0
2791,0,0.6019435524940491,0
2792,0,0.6019435524940491,0
2793,0,0.6019435524940491,0
2794,0,0.6019435524940491,0
2795,0,0.6019435524940491,0
2796,0,0.6019435524940491,0
2797,0,0.6019435524940491,0
2798,0,0.6019435524940491,0
2799,0,0.6019435524940491,0
2800,0,0.6019435524940491,0
2801,0,0.6019435524940491,0
2802,0,0.6019435524940491,0
2803,0,0.6019435524940491,0
2804,0,0.6019435524940491,0
2805,0,0.6019435524940491,0
2806,0,0.6019435524940491,0
2807,0,0.6019435524940491,0
2808,0,0.6019435524940491,0
2809,0,0.6019435524940491,0
2810,0,0.6019435524940491,0
2811,0,0.6019435524940491,0
2812,0,0.6019435524940491,0
2813,0,0.6019435524940491,0
2814,0,0.6019435524940491,0
2815,0,0.6019435524940491,0
2816,0,0.6019435524940491,0
2817,0,0.6019435524940491,0
2818,0,0.6019435524940491,0
2819,0,0.6019435524940491,0
2820,0,0.6019435524940491,0
2821,0,0.6019435524940491,0
2822,0,0.6019435524940491,0
2823,0,0.6019435524940491,0
2824,0,0.6019435524940491,0
2825,0,0.6019435524940491,0
2826,0,0.6019435524940491,0
2827,0,0.6019435524940491,0
2828,0,0.6019435524940491,0
2829,0,0.6019435524940491,0
2830,0,0.6019435524940491,0
2831,0,0.6019435524940491,0
2832,0,0.6019435524940491,0
2833,0,0.6019435524940491,0
2834,0,0.6019435524940491,0
2835,0,0.6019435524940491,0
2836,0,0.6019435524940491,0
2837,0,0.6019435524940491,0
2838,0,0.6019435524940491,0
2839,0,0.6019435524940491,0
2840,0,0.6019435524940491,0
2841,0,0.6019435524940491,0
2842,0,0.6019435524940491,0
2843,0,0.6019435524940491,0
2844,0,0.6019435524940491,0
2845,0,0.7974562644958496,1
2846,0,0.7434834241867065,1
2847,0,0.8177002668380737,1
2848,0,0.7072006464004517,1
2849,0,0.7797718048095703,1
2850,0,0.6872413754463196,1
2851,0,0.7348175644874573,1
2852,0,0.67706698179245,1
2853,0,0.693429172039032,1
2854,0,0.6358727812767029,1
2855,0,0.6781646013259888,1
2856,0,0.6450453996658325,1
2857,0,0.6263828873634338,1
2858,0,0.5621657967567444,1
2859,0,0.5591396689414978,1
2860,0,0.5591396689414978,0
2861,0,0.5591396689414978,0
2862,0,0.5591396689414978,0
2863,0,0.5591396689414978,0
2864,0,0.5591396689414978,0
2865,0,0.5591396689414978,0
2866,0,0.5591396689414978,0
2867,0,0.5591396689414978,0
2868,0,0.5591396689414978,0
2869,0,0.5591396689414978,0
2870,0,0.5591396689414978,0
2871,0,0.0,1
2872,0,0.0,0
2873,0,0.0,0
2874,0,0.0,0
2875,0,0.0,0
2876,0,0.0,0
2877,0,0.0,0
2878,0,0.0,0
2879,0,0.0,0
2880,0,0.0,0
2881,0,0.0,0
2882,0,0.0,0
2883,0,0.0,0
2884,0,0.0,0
2885,0,0.0,0
2886,0,0.0,0
2887,0,0.0,0
2888,0,0.0,0
2889,0,0.0,0
2890,0,0.0,0
2891,0,0.49665334820747375,1
2892,0,0.49665334820747375,0
2893,0,0.5406328439712524,1
2894,0,0.48821985721588135,1
2895,0,0.5435084104537964,1
2896,0,0.4971718192100525,1
2897,0,0.5121688842773438,1
2898,0,0.5491306781768799,1
2899,0,0.5503026247024536,1
2900,0,0.5524524450302124,1
2901,0,0.571388840675354,1
2902,0,0.5527278184890747,1
2903,0,0.5682395100593567,1
2904,0,0.5640371441841125,1
2905,0,0.5640371441841125,0
2906,0,0.5640371441841125,0
2907,0,0.5640371441841125,0
2908,0,0.5640371441841125,0
2909,0,0.5640371441841125,0
2910,0,0.5640371441841125,0
2911,0,0.5640371441841125,0
2912,0,0.5640371441841125,0
2913,0,0.5640371441841125,0
2914,0,0.5640371441841125,0
2915,0,0.5640371441841125,0
2916,0,0.5640371441841125,0
2917,0,0.5640371441841125,0
2918,0,0.5640371441841125,0
2919,0,0.5640371441841125,0
2920,0,0.5640371441841125,0
2921,0,0.5640371441841125,0
2922,0,0.5640371441841125,0
2923,0,0.5640371441841125,0
2924,0,0.5640371441841125,0
2925,0,0.5640371441841125,0
2926,0,0.5640371441841125,0
2927,0,0.5640371441841125,0
2928,0,0.5640371441841125,0
2929,0,0.5640371441841125,0
2930,0,0.5640371441841125,0
2931,0,0.5640371441841125,0
2932,0,0.5640371441841125,0
2933,0,0.5640371441841125,0
2934,0,0.5640371441841125,0
2935,0,0.5640371441841125,0
2936,0,0.5640371441841125,0
2937,0,0.5640371441841125,0
2938,0,0.5640371441841125,0
2939,0,0.5640371441841125,0
2940,0,0.5640371441841125,0
2941,0,0.42291325330734253,1
2942,0,0.42291325330734253,0
2943,0,0.42291325330734253,0
2944,0,0.42291325330734253,0
2945,0,0.4338426887989044,1
2946,0,0.4338426887989044,0
2947,0,0.4338426887989044,0
2948,0,0.4338426887989044,0
2949,0,0.4466891884803772,1
2950,0,0.4466891884803772,0
2951,0,0.4466891884803772,0
2952,0,0.43728533387184143,1
2953,0,0.4656634032726288,1
2954,0,0.4656634032726288,0
2955,0,0.4656634032726288,0
2956,0,0.4656634032726288,0
2957,0,0.4293106496334076,1
2958,0,0.430539071559906,1
2959,0,0.430539071559906,0
2960,0,0.430539071559906,0
2961,0,0.4344053864479065,1
2962,0,0.4344053864479065,0
2963,0,0.4344053864479065,0
2964,0,0.4344053864479065,0
2965,0,0.4344053864479065,0
2966,0,0.4344053864479065,0
2967,0,0.4344053864479065,0
2968,0,0.4344053864479065,0
2969,0,0.45284101366996765,1
2970,0,0.45284101366996765,0
2971,0,0.45284101366996765,0
2972,0,0.45284101366996765,0
2973,0,0.45284101366996765,0
2974,0,0.45284101366996765,0
2975,0,0.45284101366996765,0
2976,0,0.45284101366996765,0
2977,0,0.45284101366996765,0
2978,0,0.45284101366996765,0
2979,0,0.45284101366996765,0
2980,0,0.45284101366996765,0
2981,0,0.45284101366996765,0
2982,0,0.45284101366996765,0
2983,0,0.45284101366996765,0
2984,0,0.45284101366996765,0
2985,0,0.45284101366996765,0
2986,0,0.45284101366996765,0
2987,0,0.45284101366996765,0
2988,0,0.45284101366996765,0
2989,0,0.45284101366996765,0
2990,0,0.45284101366996765,0
2991,0,0.45284101366996765,0
2992,0,0.45284101366996765,0
2993,0,0.45284101366996765,0
2994,0,0.45284101366996765,0
2995,0,0.5395597219467163,1
2996,0,0.5395597219467163,0
2997,0,0.5395597219467163,0
2998,0,0.5395597219467163,0
2999,0,0.5395597219467163,0
3000,0,0.5395597219467163,0
3001,0,0.5395597219467163,0
3002,0,0.5395597219467163,0
3003,0,0.5395597219467163,0
3004,0,0.5395597219467163,0
3005,0,0.5395597219467163,0
3006,0,0.5395597219467163,0
3007,0,0.5395597219467163,0
3008,0,0.5395597219467163,0
3009,0,0.5395597219467163,0
3010,0,0.5395597219467163,0
3011,0,0.5395597219467163,0
3012,0,0.5395597219467163,0
3013,0,0.5395597219467163,0
3014,0,0.5395597219467163,0
3015,0,0.5395597219467163,0
3016,0,0.5395597219467163,0
3017,0,0.5395597219467163,0
3018,0,0.5395597219467163,0
3019,0,0.5395597219467163,0
3020,0,0.5395597219467163,0
3021,0,0.5395597219467163,0
3022,0,0.5395597219467163,0
3023,0,0.5395597219467163,0
3024,0,0.5395597219467163,0
3025,0,0.5395597219467163,0
3026,0,0.5395597219467163,0
3027,0,0.5395597219467163,0
3028,0,0.5395597219467163,0
3029,0,0.5395597219467163,0
3030,0,0.5395597219467163,0
3031,0,0.5395597219467163,0
3032,0,0.5395597219467163,0
3033,0,0.5395597219467163,0
3034,0,0.5395597219467163,0
3035,0,0.5395597219467163,0
3036,0,0.5395597219467163,0
3037,0,0.5395597219467163,0
3038,0,0.5395597219467163,0
3039,0,0.5395597219467163,0
3040,0,0.5395597219467163,0
3041,0,0.5395597219467163,0
3042,0,0.5395597219467163,0
3043,0,0.5395597219467163,0
3044,0,0.5395597219467163,0
3045,0,0.5395597219467163,0
3046,0,0.5395597219467163,0
3047,0,0.5395597219467163,0
3048,0,0.5395597219467163,0
3049,0,0.5395597219467163,0
3050,0,0.5395597219467163,0
3051,0,0.5395597219467163,0
3052,0,0.5395597219467163,0
3053,0,0.5395597219467163,0
3054,0,0.5395597219467163,0
3055,0,0.4416802227497101,1
3056,0,0.4416802227497101,0
3057,0,0.4416802227497101,0
3058,0,0.4416802227497101,0
3059,0,0.4416802227497101,0
3060,0,0.4416802227497101,0
3061,0,0.4416802227497101,0
3062,0,0.4416802227497101,0
3063,0,0.4416802227497101,0
3064,0,0.4416802227497101,0
3065,0,0.4416802227497101,0
3066,0,0.4416802227497101,0
3067,0,0.4416802227497101,0
3068,0,0.4416802227497101,0
3069,0,0.4416802227497101,0
3070,0,0.4416802227497101,0
3071,0,0.4416802227497101,0
3072,0,0.4416802227497101,0
3073,0,0.4416802227497101,0
3074,0,0.4416802227497101,0
3075,0,0.4416802227497101,0
3076,0,0.4416802227497101,0
3077,0,0.4416802227497101,0
3078,0,0.4416802227497101,0
3079,0,0.4416802227497101,0
3080,0,0.4416802227497101,0
3081,0,0.4416802227497101,0
3082,0,0.4416802227497101,0
3083,0,0.4416802227497101,0
3084,0,0.4416802227497101,0
3085,0,0.4416802227497101,0
3086,0,0.4416802227497101,0
3087,0,0.4416802227497101,0
3088,0,0.4416802227497101,0
3089,0,0.4416802227497101,0
3090,0,0.4416802227497101,0
3091,0,0.4416802227497101,0
3092,0,0.4416802227497101,0
3093,0,0.4416802227497101,0
3094,0,0.4416802227497101,0
3095,0,0.4416802227497101,0
3096,0,0.4416802227497101,0
3097,0,0.4416802227497101,0
3098,0,0.4416802227497101,0
3099,0,0.4416802227497101,0
3100,0,0.4416802227497101,0
3101,0,0.4416802227497101,0
3102,0,0.4416802227497101,0
3103,0,0.4416802227497101,0
3104,0,0.4416802227497101,0
3105,0,0.4416802227497101,0
3106,0,0.4416802227497101,0
3107,0,0.4416802227497101,0
3108,0,0.4416802227497101,0
3109,0,0.4416802227497101,0
3110,0,0.4416802227497101,0
3111,0,0.4416802227497101,0
3112,0,0.4416802227497101,0
3113,0,0.4416802227497101,0
3114,0,0.4416802227497101,0
3115,0,0.4630260765552521,1
3116,0,0.4630260765552521,0
3117,0,0.4630260765552521,0
3118,0,0.4630260765552521,0
3119,0,0.4630260765552521,0
3120,0,0.4630260765552521,0
3121,0,0.8309761881828308,1
3122,0,0.8309761881828308,0
3123,0,0.8309761881828308,0
3124,0,0.8309761881828308,0
3125,0,0.8309761881828308,0
3126,0,0.8309761881828308,0
3127,0,0.19752083718776703,1
3128,0,0.19752083718776703,0
3129,0,0.19752083718776703,0
3130,0,0.19752083718776703,0
3131,0,0.19752083718776703,0
3132,0,0.19752083718776703,0
3133,0,0.19752083718776703,0
3134,0,0.19752083718776703,0
3135,0,0.2068994790315628,1
3136,0,0.2068994790315628,0
3137,0,0.18291975557804108,1
3138,0,0.18291975557804108,0
3139,0,0.18291975557804108,0
3140,0,0.18291975557804108,0
3141,0,0.18291975557804108,0
3142,0,0.18291975557804108,0
3143,0,0.18291975557804108,0
